id,state,stop_date,stop_time,location_raw,county_name,county_fips,fine_grained_location,police_department,driver_gender,driver_age_raw,driver_age,driver_race_raw,driver_race,violation_raw,violation,search_conducted,search_type_raw,search_type,contraband_found,stop_outcome,is_arrested,stop_duration,vehicle_type,drugs_related_stop,district
IL-2004-000348,IL,2004-01-01,13:30,ILLINOIS STATE POLICE 12,,,12,Illinois State Police,F,1985.0,19.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Olds 1999,,ILLINOIS STATE POLICE 12
IL-2004-000349,IL,2004-01-01,13:32,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,M,1978.0,26.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Jeep 2003,,ILLINOIS STATE POLICE 10
IL-2004-000350,IL,2004-01-01,13:34,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,F,1983.0,21.0,Caucasian,White,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Written Warning,,,Chev 1998,,ILLINOIS STATE POLICE 18
IL-2004-000351,IL,2004-01-01,13:37,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,M,1981.0,23.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Dodg 2003,,ILLINOIS STATE POLICE 16
IL-2004-000352,IL,2004-01-01,13:40,ILLINOIS STATE POLICE 03,Cook County,17031,03,Illinois State Police,M,1939.0,65.0,African American,Black,"Moving Violation,Follow too Close",Safe movement,FALSE,,,FALSE,Citation,,,Cadi 1990,,ILLINOIS STATE POLICE 03
IL-2004-000353,IL,2004-01-01,13:40,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,F,1985.0,19.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Kia 1999,,ILLINOIS STATE POLICE 15
IL-2004-000354,IL,2004-01-01,13:40,ILLINOIS STATE POLICE 21,,,21,Illinois State Police,F,1962.0,42.0,African American,Black,"Moving Violation,Lane Violation",Safe movement,FALSE,,,FALSE,Written Warning,,,Olds 1990,,ILLINOIS STATE POLICE 21
IL-2004-000355,IL,2004-01-01,13:45,ILLINOIS STATE POLICE 21,,,21,Illinois State Police,F,1984.0,20.0,Caucasian,White,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Written Warning,,,Buic 2002,,ILLINOIS STATE POLICE 21
IL-2004-000356,IL,2004-01-01,13:46,ILLINOIS STATE POLICE 01,,,01,Illinois State Police,M,1986.0,18.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Citation,,,Dodg 1995,,ILLINOIS STATE POLICE 01
IL-2004-000357,IL,2004-01-01,13:46,ILLINOIS STATE POLICE 01,,,01,Illinois State Police,M,1950.0,54.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Niss 2003,,ILLINOIS STATE POLICE 01
IL-2004-000358,IL,2004-01-01,13:48,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,F,1978.0,26.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Pont 1994,,ILLINOIS STATE POLICE 16
IL-2004-000359,IL,2004-01-01,13:49,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,M,1967.0,37.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Hyun 2001,,ILLINOIS STATE POLICE 18
IL-2004-000360,IL,2004-01-01,13:50,ILLINOIS STATE POLICE 12,,,12,Illinois State Police,F,1982.0,22.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Chev 2002,,ILLINOIS STATE POLICE 12
IL-2004-000361,IL,2004-01-01,13:50,ILLINOIS STATE POLICE 06,,,06,Illinois State Police,M,1986.0,18.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Citation,,,Olds 1986,,ILLINOIS STATE POLICE 06
IL-2004-000362,IL,2004-01-01,13:50,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,F,1985.0,19.0,Caucasian,White,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Written Warning,,,Hond 2002,,ILLINOIS STATE POLICE 18
IL-2004-000363,IL,2004-01-01,13:51,ILLINOIS STATE POLICE 11,,,11,Illinois State Police,F,1984.0,20.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Merc 2000,,ILLINOIS STATE POLICE 11
IL-2004-000364,IL,2004-01-01,14:01,ILLINOIS STATE POLICE 05,,,05,Illinois State Police,M,1949.0,55.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Written Warning,,,Mack 2001,,ILLINOIS STATE POLICE 05
IL-2004-000365,IL,2004-01-01,14:04,ILLINOIS STATE POLICE 12,,,12,Illinois State Police,M,1948.0,56.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Toyt 2004,,ILLINOIS STATE POLICE 12
IL-2004-000366,IL,2004-01-01,14:05,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1962.0,42.0,Asian/Pacific Islander,Asian,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Citation,,,Toyo 1995,,ILLINOIS STATE POLICE 15
IL-2004-000367,IL,2004-01-01,14:10,ILLINOIS STATE POLICE 08,,,08,Illinois State Police,F,1985.0,19.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Toyt 2002,,ILLINOIS STATE POLICE 08
IL-2004-000368,IL,2004-01-01,14:14,ILLINOIS STATE POLICE 11,,,11,Illinois State Police,M,1978.0,26.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Niss 1992,,ILLINOIS STATE POLICE 11
IL-2004-000369,IL,2004-01-01,14:15,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,F,1965.0,39.0,Hispanic,Hispanic,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Ford 1996,,ILLINOIS STATE POLICE 18
IL-2004-000370,IL,2004-01-01,14:18,ILLINOIS STATE POLICE 08,,,08,Illinois State Police,M,1967.0,37.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Ford 1999,,ILLINOIS STATE POLICE 08
IL-2004-000371,IL,2004-01-01,14:20,ILLINOIS STATE POLICE 21,,,21,Illinois State Police,M,1975.0,29.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Bmw 2003,,ILLINOIS STATE POLICE 21
IL-2004-000372,IL,2004-01-01,14:20,ILLINOIS STATE POLICE 12,,,12,Illinois State Police,M,1964.0,40.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Merc 2003,,ILLINOIS STATE POLICE 12
IL-2004-000373,IL,2004-01-01,14:20,ILLINOIS STATE POLICE 13,,,13,Illinois State Police,F,1983.0,21.0,Caucasian,White,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Written Warning,,,Ford 1992,,ILLINOIS STATE POLICE 13
IL-2004-000374,IL,2004-01-01,14:23,ILLINOIS STATE POLICE 14,,,14,Illinois State Police,F,1981.0,23.0,Hispanic,Hispanic,"Equipment,NA",Equipment,FALSE,,,FALSE,Citation,,,Chev 2004,,ILLINOIS STATE POLICE 14
IL-2004-000375,IL,2004-01-01,14:23,ILLINOIS STATE POLICE 11,,,11,Illinois State Police,M,1975.0,29.0,Hispanic,Hispanic,"Equipment,NA",Equipment,FALSE,,,FALSE,Citation,,,Chev 1994,,ILLINOIS STATE POLICE 11
IL-2004-000376,IL,2004-01-01,14:25,ILLINOIS STATE POLICE 08,,,08,Illinois State Police,F,1959.0,45.0,Caucasian,White,"License Plate/Registration,NA",Registration/plates,FALSE,,,FALSE,Written Warning,,,Olds 1978,,ILLINOIS STATE POLICE 08
IL-2004-000377,IL,2004-01-01,14:25,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,M,1983.0,21.0,Caucasian,White,"Moving Violation,Follow too Close",Safe movement,FALSE,,,FALSE,Written Warning,,,Pont 1998,,ILLINOIS STATE POLICE 16
IL-2004-000378,IL,2004-01-01,14:25,ILLINOIS STATE POLICE 05,,,05,Illinois State Police,M,1950.0,54.0,Caucasian,White,"License Plate/Registration,NA",Registration/plates,TRUE,Reasonable Suspicion,Reasonable Suspicion,FALSE,Citation,,,Ford 1991,,ILLINOIS STATE POLICE 05
IL-2004-000379,IL,2004-01-01,14:28,ILLINOIS STATE POLICE 21,,,21,Illinois State Police,F,1983.0,21.0,Hispanic,Hispanic,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Written Warning,,,Ford 2000,,ILLINOIS STATE POLICE 21
IL-2004-000380,IL,2004-01-01,14:30,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1961.0,43.0,African American,Black,"Equipment,NA",Equipment,FALSE,,,FALSE,Written Warning,,,Ford 2003,,ILLINOIS STATE POLICE 15
IL-2004-000381,IL,2004-01-01,14:30,ILLINOIS STATE POLICE 22,,,22,Illinois State Police,F,1981.0,23.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Dodg 2003,,ILLINOIS STATE POLICE 22
IL-2004-000382,IL,2004-01-01,14:35,ILLINOIS STATE POLICE 08,,,08,Illinois State Police,M,1959.0,45.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Inte 2003,,ILLINOIS STATE POLICE 08
IL-2004-000383,IL,2004-01-01,14:38,ILLINOIS STATE POLICE 22,,,22,Illinois State Police,M,1967.0,37.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Ford 1988,,ILLINOIS STATE POLICE 22
IL-2004-000384,IL,2004-01-01,14:40,ILLINOIS STATE POLICE 11,,,11,Illinois State Police,M,1986.0,18.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Satr 1997,,ILLINOIS STATE POLICE 11
IL-2004-000385,IL,2004-01-01,14:45,ILLINOIS STATE POLICE 12,,,12,Illinois State Police,M,1983.0,21.0,Asian/Pacific Islander,Asian,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Mits 2001,,ILLINOIS STATE POLICE 12
IL-2004-000386,IL,2004-01-01,14:51,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1983.0,21.0,Caucasian,White,"Moving Violation,Lane Violation",Safe movement,FALSE,,,FALSE,Written Warning,,,Ford 1998,,ILLINOIS STATE POLICE 15
IL-2004-000387,IL,2004-01-01,14:55,ILLINOIS STATE POLICE 13,,,13,Illinois State Police,M,1961.0,43.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Dodg 1997,,ILLINOIS STATE POLICE 13
IL-2004-000388,IL,2004-01-01,14:57,ILLINOIS STATE POLICE 01,,,01,Illinois State Police,M,1937.0,67.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Written Warning,,,Ford 2000,,ILLINOIS STATE POLICE 01
IL-2004-000389,IL,2004-01-01,15:00,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1985.0,19.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Chev 2003,,ILLINOIS STATE POLICE 15
IL-2004-000390,IL,2004-01-01,15:00,ILLINOIS STATE POLICE 08,,,08,Illinois State Police,M,1947.0,57.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Volv 2000,,ILLINOIS STATE POLICE 08
IL-2004-000391,IL,2004-01-01,15:00,ILLINOIS STATE POLICE 08,,,08,Illinois State Police,M,1942.0,62.0,Caucasian,White,"License Plate/Registration,NA",Registration/plates,FALSE,,,FALSE,Citation,,,Olds 1991,,ILLINOIS STATE POLICE 08
IL-2004-000392,IL,2004-01-01,15:01,ILLINOIS STATE POLICE 11,,,11,Illinois State Police,F,1987.0,17.0,Caucasian,White,"Moving Violation,SeatBelt",Seat belt,FALSE,,,FALSE,Citation,,,Pont 1997,,ILLINOIS STATE POLICE 11
IL-2004-000393,IL,2004-01-01,15:05,ILLINOIS STATE POLICE 08,,,08,Illinois State Police,F,1969.0,35.0,Caucasian,White,"License Plate/Registration,NA",Registration/plates,FALSE,,,FALSE,Written Warning,,,Merz 1991,,ILLINOIS STATE POLICE 08
IL-2004-000394,IL,2004-01-01,15:06,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,F,1972.0,32.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Chry 1998,,ILLINOIS STATE POLICE 16
IL-2004-000395,IL,2004-01-01,15:07,ILLINOIS STATE POLICE 01,,,01,Illinois State Police,M,1984.0,20.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Ford 1992,,ILLINOIS STATE POLICE 01
IL-2004-000396,IL,2004-01-01,15:09,ILLINOIS STATE POLICE 11,,,11,Illinois State Police,F,1971.0,33.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Citation,,,Dodg 1992,,ILLINOIS STATE POLICE 11
IL-2004-000397,IL,2004-01-01,15:10,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1973.0,31.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Chev 2002,,ILLINOIS STATE POLICE 15
IL-2004-000398,IL,2004-01-01,15:10,ILLINOIS STATE POLICE 17,,,17,Illinois State Police,F,1984.0,20.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Pont 1997,,ILLINOIS STATE POLICE 17
IL-2004-000399,IL,2004-01-01,15:10,ILLINOIS STATE POLICE 08,,,08,Illinois State Police,F,1964.0,40.0,Native American/Alaskan,Other,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Acur 2000,,ILLINOIS STATE POLICE 08
IL-2004-000400,IL,2004-01-01,15:14,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1956.0,48.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Chev 2003,,ILLINOIS STATE POLICE 15
IL-2004-000401,IL,2004-01-01,15:15,ILLINOIS STATE POLICE 09,,,09,Illinois State Police,F,1975.0,29.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Hond 2003,,ILLINOIS STATE POLICE 09
IL-2004-000402,IL,2004-01-01,15:16,ILLINOIS STATE POLICE 06,,,06,Illinois State Police,F,1977.0,27.0,Asian/Pacific Islander,Asian,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Hond 2003,,ILLINOIS STATE POLICE 06
IL-2004-000403,IL,2004-01-01,15:17,ILLINOIS STATE POLICE 22,,,22,Illinois State Police,M,1963.0,41.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Ford 1997,,ILLINOIS STATE POLICE 22
IL-2004-000404,IL,2004-01-01,15:18,ILLINOIS STATE POLICE 11,,,11,Illinois State Police,F,1984.0,20.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Pont 2002,,ILLINOIS STATE POLICE 11
IL-2004-000405,IL,2004-01-01,15:20,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,F,1983.0,21.0,Caucasian,White,"License Plate/Registration,NA",Registration/plates,FALSE,,,FALSE,Citation,,,Chev 1996,,ILLINOIS STATE POLICE 10
IL-2004-000406,IL,2004-01-01,15:20,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,F,1985.0,19.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Pont 1998,,ILLINOIS STATE POLICE 18
IL-2004-000407,IL,2004-01-01,15:20,ILLINOIS STATE POLICE 21,,,21,Illinois State Police,M,1982.0,22.0,Hispanic,Hispanic,"Equipment,NA",Equipment,FALSE,,,FALSE,Written Warning,,,Merc 1995,,ILLINOIS STATE POLICE 21
IL-2004-000408,IL,2004-01-01,15:20,ILLINOIS STATE POLICE 17,,,17,Illinois State Police,M,1974.0,30.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Chev 2002,,ILLINOIS STATE POLICE 17
IL-2004-000409,IL,2004-01-01,15:20,ILLINOIS STATE POLICE 08,,,08,Illinois State Police,F,1929.0,75.0,Caucasian,White,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Citation,,,Volz 2003,,ILLINOIS STATE POLICE 08
IL-2004-000410,IL,2004-01-01,15:20,ILLINOIS STATE POLICE 08,,,08,Illinois State Police,M,1980.0,24.0,Caucasian,White,"License Plate/Registration,NA",Registration/plates,TRUE,Incident to Arrest,Incident to Arrest,TRUE,Written Warning,,,Merc 1991,TRUE,ILLINOIS STATE POLICE 08
IL-2004-000411,IL,2004-01-01,15:25,ILLINOIS STATE POLICE 09,,,09,Illinois State Police,M,1973.0,31.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Written Warning,,,Hond 1999,,ILLINOIS STATE POLICE 09
IL-2004-000412,IL,2004-01-01,15:27,ILLINOIS STATE POLICE 12,,,12,Illinois State Police,M,1952.0,52.0,Caucasian,White,"Moving Violation,Other",Moving violation,TRUE,Incident to Arrest,Incident to Arrest,FALSE,Citation,,,Hd 2000,,ILLINOIS STATE POLICE 12
IL-2004-000413,IL,2004-01-01,15:30,ILLINOIS STATE POLICE 17,,,17,Illinois State Police,F,1940.0,64.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Buic 1994,,ILLINOIS STATE POLICE 17
IL-2004-000414,IL,2004-01-01,15:30,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,F,1983.0,21.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Hond 2001,,ILLINOIS STATE POLICE 15
IL-2004-000415,IL,2004-01-01,15:30,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,M,1980.0,24.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Chev 2001,,ILLINOIS STATE POLICE 18
IL-2004-000416,IL,2004-01-01,15:32,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,M,1972.0,32.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Linc 2000,,ILLINOIS STATE POLICE 10
IL-2004-000417,IL,2004-01-01,15:35,ILLINOIS STATE POLICE 11,,,11,Illinois State Police,F,1979.0,25.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Chev 1993,,ILLINOIS STATE POLICE 11
IL-2004-000418,IL,2004-01-01,15:35,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,F,1979.0,25.0,Caucasian,White,"License Plate/Registration,NA",Registration/plates,FALSE,,,FALSE,Citation,,,Ford 1999,,ILLINOIS STATE POLICE 15
IL-2004-000419,IL,2004-01-01,15:35,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,M,1943.0,61.0,Asian/Pacific Islander,Asian,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Niss 2000,,ILLINOIS STATE POLICE 16
IL-2004-000420,IL,2004-01-01,15:40,ILLINOIS STATE POLICE 22,,,22,Illinois State Police,M,1975.0,29.0,Asian/Pacific Islander,Asian,"License Plate/Registration,NA",Registration/plates,FALSE,,,FALSE,Citation,,,Niss 1990,,ILLINOIS STATE POLICE 22
IL-2004-000421,IL,2004-01-01,15:40,ILLINOIS STATE POLICE 17,,,17,Illinois State Police,M,1986.0,18.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Chev 1984,,ILLINOIS STATE POLICE 17
IL-2004-000422,IL,2004-01-01,15:40,ILLINOIS STATE POLICE 12,,,12,Illinois State Police,M,1972.0,32.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Niss 2000,,ILLINOIS STATE POLICE 12
IL-2004-000423,IL,2004-01-01,15:40,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1968.0,36.0,African American,Black,"Equipment,NA",Equipment,FALSE,,,FALSE,Citation,,,Pont 1993,,ILLINOIS STATE POLICE 15
IL-2004-000424,IL,2004-01-01,15:40,ILLINOIS STATE POLICE 06,,,06,Illinois State Police,F,1986.0,18.0,Caucasian,White,"Equipment,NA",Equipment,TRUE,Custodial Arrest,Incident to Arrest,FALSE,Citation,,,Pont 2004,,ILLINOIS STATE POLICE 06
IL-2004-000425,IL,2004-01-01,15:40,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,M,1978.0,26.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Bmw 2000,,ILLINOIS STATE POLICE 18
IL-2004-000426,IL,2004-01-01,15:40,ILLINOIS STATE POLICE 11,,,11,Illinois State Police,F,1977.0,27.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Citation,,,Ford 2000,,ILLINOIS STATE POLICE 11
IL-2004-000427,IL,2004-01-01,15:41,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,M,1980.0,24.0,African American,Black,"License Plate/Registration,NA",Registration/plates,FALSE,,,FALSE,Citation,,,Chev 1992,,ILLINOIS STATE POLICE 10
IL-2004-000428,IL,2004-01-01,15:41,ILLINOIS STATE POLICE 22,,,22,Illinois State Police,F,1959.0,45.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Ford 1996,,ILLINOIS STATE POLICE 22
IL-2004-000429,IL,2004-01-01,15:42,ILLINOIS STATE POLICE 11,,,11,Illinois State Police,M,1978.0,26.0,Asian/Pacific Islander,Asian,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Kia 2002,,ILLINOIS STATE POLICE 11
IL-2004-000430,IL,2004-01-01,15:44,ILLINOIS STATE POLICE 06,,,06,Illinois State Police,F,1979.0,25.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Jeep 2003,,ILLINOIS STATE POLICE 06
IL-2004-000431,IL,2004-01-01,15:45,ILLINOIS STATE POLICE 13,,,13,Illinois State Police,M,1983.0,21.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Gmc 2003,,ILLINOIS STATE POLICE 13
IL-2004-000432,IL,2004-01-01,15:46,ILLINOIS STATE POLICE 01,,,01,Illinois State Police,F,1983.0,21.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Ford 2001,,ILLINOIS STATE POLICE 01
IL-2004-000433,IL,2004-01-01,15:50,ILLINOIS STATE POLICE 03,Cook County,17031,03,Illinois State Police,M,1986.0,18.0,African American,Black,"Equipment,NA",Equipment,FALSE,,,FALSE,Citation,,,Pont 1994,,ILLINOIS STATE POLICE 03
IL-2004-000434,IL,2004-01-01,15:50,ILLINOIS STATE POLICE 21,,,21,Illinois State Police,M,1953.0,51.0,African American,Black,"Equipment,NA",Equipment,FALSE,,,FALSE,Written Warning,,,Olds 1986,,ILLINOIS STATE POLICE 21
IL-2004-000435,IL,2004-01-01,15:50,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,F,1976.0,28.0,Caucasian,White,"License Plate/Registration,NA",Registration/plates,FALSE,,,FALSE,Citation,,,Chev 1998,,ILLINOIS STATE POLICE 15
IL-2004-000436,IL,2004-01-01,15:50,ILLINOIS STATE POLICE 22,,,22,Illinois State Police,F,1972.0,32.0,Caucasian,White,"Moving Violation,SeatBelt",Seat belt,FALSE,,,FALSE,Citation,,,Gmac 2001,,ILLINOIS STATE POLICE 22
IL-2004-000437,IL,2004-01-01,15:50,ILLINOIS STATE POLICE 11,,,11,Illinois State Police,M,1982.0,22.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Ford 2000,,ILLINOIS STATE POLICE 11
IL-2004-000438,IL,2004-01-01,15:52,ILLINOIS STATE POLICE 17,,,17,Illinois State Police,M,1981.0,23.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Ford 2000,,ILLINOIS STATE POLICE 17
IL-2004-000439,IL,2004-01-01,15:53,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,M,1978.0,26.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Pont 1995,,ILLINOIS STATE POLICE 18
IL-2004-000440,IL,2004-01-01,15:53,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,F,1975.0,29.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Ford 2000,,ILLINOIS STATE POLICE 18
IL-2004-000441,IL,2004-01-01,15:55,ILLINOIS STATE POLICE 21,,,21,Illinois State Police,M,1981.0,23.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Chev 2002,,ILLINOIS STATE POLICE 21
IL-2004-000442,IL,2004-01-01,15:58,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,F,1983.0,21.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Dodg 2000,,ILLINOIS STATE POLICE 15
IL-2004-000443,IL,2004-01-01,16:00,ILLINOIS STATE POLICE 11,,,11,Illinois State Police,M,1982.0,22.0,African American,Black,"Moving Violation,SeatBelt",Seat belt,FALSE,,,FALSE,Citation,,,Mits 2000,,ILLINOIS STATE POLICE 11
IL-2004-000444,IL,2004-01-01,16:00,ILLINOIS STATE POLICE 21,,,21,Illinois State Police,F,1984.0,20.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Jeep 1997,,ILLINOIS STATE POLICE 21
IL-2004-000445,IL,2004-01-01,16:00,ILLINOIS STATE POLICE 17,,,17,Illinois State Police,M,1946.0,58.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Pont 1994,,ILLINOIS STATE POLICE 17
IL-2004-000446,IL,2004-01-01,16:00,ILLINOIS STATE POLICE 17,,,17,Illinois State Police,M,1950.0,54.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Satu 1996,,ILLINOIS STATE POLICE 17
IL-2004-000447,IL,2004-01-01,16:00,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1967.0,37.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Hond 2003,,ILLINOIS STATE POLICE 15
IL-2004-000448,IL,2004-01-01,16:00,ILLINOIS STATE POLICE 13,,,13,Illinois State Police,M,1978.0,26.0,Caucasian,White,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Written Warning,,,Chev 1997,,ILLINOIS STATE POLICE 13
IL-2004-000449,IL,2004-01-01,16:01,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,F,1979.0,25.0,African American,Black,"Moving Violation,Other",Moving violation,TRUE,Custodial Arrest,Incident to Arrest,FALSE,Written Warning,,,Ford 1997,,ILLINOIS STATE POLICE 18
