id,state,stop_date,stop_time,location_raw,county_name,county_fips,fine_grained_location,police_department,driver_gender,driver_age_raw,driver_age,driver_race_raw,driver_race,violation_raw,violation,search_conducted,search_type_raw,search_type,contraband_found,stop_outcome,is_arrested,stop_duration,vehicle_type,drugs_related_stop,district
IL-2004-000659,IL,2004-01-01,22:35,ILLINOIS STATE POLICE 05,,,05,Illinois State Police,F,1967.0,37.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Buic 1998,,ILLINOIS STATE POLICE 05
IL-2004-000660,IL,2004-01-01,22:36,ILLINOIS STATE POLICE 19,,,19,Illinois State Police,M,1978.0,26.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Lexu 2002,,ILLINOIS STATE POLICE 19
IL-2004-000661,IL,2004-01-01,22:40,ILLINOIS STATE POLICE 17,,,17,Illinois State Police,M,1936.0,68.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Written Warning,,,Pont 1998,,ILLINOIS STATE POLICE 17
IL-2004-000662,IL,2004-01-01,22:40,ILLINOIS STATE POLICE 11,,,11,Illinois State Police,M,1981.0,23.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Olds 2001,,ILLINOIS STATE POLICE 11
IL-2004-000663,IL,2004-01-01,22:42,ILLINOIS STATE POLICE 07,,,07,Illinois State Police,M,1963.0,41.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Bmw 2004,,ILLINOIS STATE POLICE 07
IL-2004-000664,IL,2004-01-01,22:43,ILLINOIS STATE POLICE 08,,,08,Illinois State Police,M,1980.0,24.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Jeep 1997,,ILLINOIS STATE POLICE 08
IL-2004-000665,IL,2004-01-01,22:45,ILLINOIS STATE POLICE 09,,,09,Illinois State Police,M,1981.0,23.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Dodg 2000,,ILLINOIS STATE POLICE 09
IL-2004-000666,IL,2004-01-01,22:45,ILLINOIS STATE POLICE 13,,,13,Illinois State Police,F,1975.0,29.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Pont 1995,,ILLINOIS STATE POLICE 13
IL-2004-000667,IL,2004-01-01,22:50,ILLINOIS STATE POLICE 22,,,22,Illinois State Police,M,1964.0,40.0,African American,Black,"Equipment,NA",Equipment,FALSE,,,FALSE,Written Warning,,,Buic 1984,,ILLINOIS STATE POLICE 22
IL-2004-000668,IL,2004-01-01,23:00,ILLINOIS STATE POLICE 07,,,07,Illinois State Police,M,1984.0,20.0,Asian/Pacific Islander,Asian,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Chev 1998,,ILLINOIS STATE POLICE 07
IL-2004-000669,IL,2004-01-01,23:00,ILLINOIS STATE POLICE 05,,,05,Illinois State Police,M,1949.0,55.0,Asian/Pacific Islander,Asian,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Toyt 1997,,ILLINOIS STATE POLICE 05
IL-2004-000670,IL,2004-01-01,23:04,ILLINOIS STATE POLICE 08,,,08,Illinois State Police,F,1987.0,17.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Dodg 1998,,ILLINOIS STATE POLICE 08
IL-2004-000671,IL,2004-01-01,23:09,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,M,1982.0,22.0,African American,Black,"Equipment,NA",Equipment,TRUE,Probable Cause,Probable Cause,FALSE,Citation,,,Linc 1997,,ILLINOIS STATE POLICE 16
IL-2004-000672,IL,2004-01-01,23:10,ILLINOIS STATE POLICE 08,,,08,Illinois State Police,F,1985.0,19.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Toyt 1982,,ILLINOIS STATE POLICE 08
IL-2004-000673,IL,2004-01-01,23:14,ILLINOIS STATE POLICE 07,,,07,Illinois State Police,M,1980.0,24.0,Caucasian,White,"Moving Violation,Other",Moving violation,TRUE,Custodial Arrest,Incident to Arrest,FALSE,Citation,,,Ford 1981,,ILLINOIS STATE POLICE 07
IL-2004-000674,IL,2004-01-01,23:15,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,M,1959.0,45.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Written Warning,,,Chry 1992,,ILLINOIS STATE POLICE 18
IL-2004-000675,IL,2004-01-01,23:20,ILLINOIS STATE POLICE 02,,,02,Illinois State Police,M,1985.0,19.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Pont 2001,,ILLINOIS STATE POLICE 02
IL-2004-000676,IL,2004-01-01,23:20,ILLINOIS STATE POLICE 09,,,09,Illinois State Police,M,1967.0,37.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Kenw 2000,,ILLINOIS STATE POLICE 09
IL-2004-000677,IL,2004-01-01,23:23,ILLINOIS STATE POLICE 08,,,08,Illinois State Police,M,1982.0,22.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Mits 2002,,ILLINOIS STATE POLICE 08
IL-2004-000678,IL,2004-01-01,23:27,ILLINOIS STATE POLICE 08,,,08,Illinois State Police,M,1970.0,34.0,African American,Black,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Written Warning,,,Pont 1997,,ILLINOIS STATE POLICE 08
IL-2004-000679,IL,2004-01-01,23:30,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,M,1972.0,32.0,Caucasian,White,"License Plate/Registration,NA",Registration/plates,FALSE,,,FALSE,Written Warning,,,Dodg 1990,,ILLINOIS STATE POLICE 10
IL-2004-000680,IL,2004-01-01,23:30,ILLINOIS STATE POLICE 09,,,09,Illinois State Police,F,1952.0,52.0,African American,Black,"License Plate/Registration,NA",Registration/plates,FALSE,,,FALSE,Citation,,,Chev 2000,,ILLINOIS STATE POLICE 09
IL-2004-000681,IL,2004-01-01,23:30,ILLINOIS STATE POLICE 05,,,05,Illinois State Police,M,1985.0,19.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Ford 2000,,ILLINOIS STATE POLICE 05
IL-2004-000682,IL,2004-01-01,23:31,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1974.0,30.0,Hispanic,Hispanic,"Moving Violation,Other",Moving violation,TRUE,Incident to Arrest,Incident to Arrest,FALSE,Citation,,,Olds 1987,,ILLINOIS STATE POLICE 15
IL-2004-000683,IL,2004-01-01,23:31,ILLINOIS STATE POLICE 20,,,20,Illinois State Police,M,1975.0,29.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Written Warning,,,Chev 1995,,ILLINOIS STATE POLICE 20
IL-2004-000684,IL,2004-01-01,23:36,ILLINOIS STATE POLICE 22,,,22,Illinois State Police,M,1981.0,23.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Citation,,,Dodg 1991,,ILLINOIS STATE POLICE 22
IL-2004-000685,IL,2004-01-01,23:40,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,M,1983.0,21.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Mazd 1999,,ILLINOIS STATE POLICE 10
IL-2004-000686,IL,2004-01-01,23:41,ILLINOIS STATE POLICE 08,,,08,Illinois State Police,M,1972.0,32.0,Hispanic,Hispanic,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Ford 2002,,ILLINOIS STATE POLICE 08
IL-2004-000687,IL,2004-01-01,23:44,ILLINOIS STATE POLICE 11,,,11,Illinois State Police,M,1979.0,25.0,Caucasian,White,"Moving Violation,Other",Moving violation,TRUE,Custodial Arrest,Incident to Arrest,FALSE,Citation,,,Ford 1997,,ILLINOIS STATE POLICE 11
IL-2004-000688,IL,2004-01-01,23:45,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,F,1960.0,44.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Citation,,,Chev 1992,,ILLINOIS STATE POLICE 18
IL-2004-000689,IL,2004-01-01,23:48,ILLINOIS STATE POLICE 20,,,20,Illinois State Police,M,1984.0,20.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Written Warning,,,Ford 1994,,ILLINOIS STATE POLICE 20
IL-2004-000690,IL,2004-01-01,23:55,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1980.0,24.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Pont 1997,,ILLINOIS STATE POLICE 15
IL-2004-000691,IL,2004-01-01,23:56,ILLINOIS STATE POLICE 13,,,13,Illinois State Police,M,1957.0,47.0,Caucasian,White,"License Plate/Registration,NA",Registration/plates,FALSE,,,FALSE,Written Warning,,,Dodg 1996,,ILLINOIS STATE POLICE 13
IL-2004-000692,IL,2004-01-01,23:58,ILLINOIS STATE POLICE 09,,,09,Illinois State Police,M,1977.0,27.0,Caucasian,White,"License Plate/Registration,NA",Registration/plates,FALSE,,,FALSE,Citation,,,Dodg 1998,,ILLINOIS STATE POLICE 09
IL-2004-000693,IL,2004-01-01,23:59,ILLINOIS STATE POLICE 11,,,11,Illinois State Police,M,1969.0,35.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Chev 2001,,ILLINOIS STATE POLICE 11
IL-2004-000694,IL,2004-01-02,00:04,ILLINOIS STATE POLICE 19,,,19,Illinois State Police,M,1979.0,25.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Chev 1994,,ILLINOIS STATE POLICE 19
IL-2004-000695,IL,2004-01-02,00:04,ILLINOIS STATE POLICE 08,,,08,Illinois State Police,M,1957.0,47.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Chev 1995,,ILLINOIS STATE POLICE 08
IL-2004-000696,IL,2004-01-02,00:05,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,F,1980.0,24.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Dodg 1998,,ILLINOIS STATE POLICE 18
IL-2004-000697,IL,2004-01-02,00:07,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1982.0,22.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Toyo 2003,,ILLINOIS STATE POLICE 15
IL-2004-000698,IL,2004-01-02,00:10,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,M,1966.0,38.0,African American,Black,"Moving Violation,Other",Moving violation,TRUE,Probable Cause,Probable Cause,FALSE,Citation,,,Dodg 2000,,ILLINOIS STATE POLICE 18
IL-2004-000699,IL,2004-01-02,00:14,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,M,1982.0,22.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Written Warning,,,Dodg 2000,,ILLINOIS STATE POLICE 18
IL-2004-000700,IL,2004-01-02,00:17,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1963.0,41.0,Hispanic,Hispanic,"Moving Violation,Other",Moving violation,TRUE,Probable Cause,Probable Cause,TRUE,Citation,,,Dodg 1997,TRUE,ILLINOIS STATE POLICE 15
IL-2004-000701,IL,2004-01-02,00:20,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,F,1950.0,54.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Infi 2000,,ILLINOIS STATE POLICE 10
IL-2004-000702,IL,2004-01-02,00:20,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1978.0,26.0,African American,Black,"Moving Violation,Speed",Speeding,TRUE,Incident to Arrest,Incident to Arrest,FALSE,Citation,,,Chev 2001,,ILLINOIS STATE POLICE 15
IL-2004-000703,IL,2004-01-02,00:20,ILLINOIS STATE POLICE 09,,,09,Illinois State Police,M,1973.0,31.0,Asian/Pacific Islander,Asian,"Moving Violation,Lane Violation",Safe movement,FALSE,,,FALSE,Written Warning,,,Hond 1992,,ILLINOIS STATE POLICE 09
IL-2004-000704,IL,2004-01-02,00:20,ILLINOIS STATE POLICE 09,,,09,Illinois State Police,M,1977.0,27.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Citation,,,Ford 1996,,ILLINOIS STATE POLICE 09
IL-2004-000705,IL,2004-01-02,00:21,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,M,1960.0,44.0,Caucasian,White,"Moving Violation,Lane Violation",Safe movement,FALSE,,,FALSE,Written Warning,,,Intl 2001,,ILLINOIS STATE POLICE 18
IL-2004-000706,IL,2004-01-02,00:23,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,F,1965.0,39.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Chev 1998,,ILLINOIS STATE POLICE 15
IL-2004-000707,IL,2004-01-02,00:24,ILLINOIS STATE POLICE 21,,,21,Illinois State Police,F,1982.0,22.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Buic 1990,,ILLINOIS STATE POLICE 21
IL-2004-000708,IL,2004-01-02,00:25,ILLINOIS STATE POLICE 21,,,21,Illinois State Police,M,1980.0,24.0,African American,Black,"License Plate/Registration,NA",Registration/plates,FALSE,,,FALSE,Written Warning,,,Olds 1996,,ILLINOIS STATE POLICE 21
IL-2004-000709,IL,2004-01-02,00:30,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,M,1960.0,44.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Ptrb 1999,,ILLINOIS STATE POLICE 10
IL-2004-000710,IL,2004-01-02,00:31,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,M,1984.0,20.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Toyt 2000,,ILLINOIS STATE POLICE 10
IL-2004-000711,IL,2004-01-02,00:33,ILLINOIS STATE POLICE 08,,,08,Illinois State Police,F,1985.0,19.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Olds 1997,,ILLINOIS STATE POLICE 08
IL-2004-000712,IL,2004-01-02,00:34,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,M,1982.0,22.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Toyt 2000,,ILLINOIS STATE POLICE 10
IL-2004-000713,IL,2004-01-02,00:35,ILLINOIS STATE POLICE 02,,,02,Illinois State Police,F,1983.0,21.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Acur 1999,,ILLINOIS STATE POLICE 02
IL-2004-000714,IL,2004-01-02,00:35,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,M,1944.0,60.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Written Warning,,,Chev 1993,,ILLINOIS STATE POLICE 18
IL-2004-000715,IL,2004-01-02,00:38,ILLINOIS STATE POLICE 03,Cook County,17031,03,Illinois State Police,F,1981.0,23.0,Asian/Pacific Islander,Asian,"Moving Violation,Lane Violation",Safe movement,FALSE,,,FALSE,Written Warning,,,Chev 1999,,ILLINOIS STATE POLICE 03
IL-2004-000716,IL,2004-01-02,00:38,ILLINOIS STATE POLICE 19,,,19,Illinois State Police,F,1960.0,44.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Pont 1997,,ILLINOIS STATE POLICE 19
IL-2004-000717,IL,2004-01-02,00:39,ILLINOIS STATE POLICE 09,,,09,Illinois State Police,M,1975.0,29.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Chev 1996,,ILLINOIS STATE POLICE 09
IL-2004-000718,IL,2004-01-02,00:40,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1978.0,26.0,Caucasian,White,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Citation,,,Chev 2002,,ILLINOIS STATE POLICE 15
IL-2004-000719,IL,2004-01-02,00:42,ILLINOIS STATE POLICE 19,,,19,Illinois State Police,M,1969.0,35.0,Caucasian,White,"Moving Violation,Other",Moving violation,TRUE,Reasonable Suspicion,Reasonable Suspicion,FALSE,Citation,,,Chev 1991,,ILLINOIS STATE POLICE 19
IL-2004-000720,IL,2004-01-02,00:45,ILLINOIS STATE POLICE 13,,,13,Illinois State Police,F,1959.0,45.0,Caucasian,White,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Verbal Warning,,,Isuz 2001,,ILLINOIS STATE POLICE 13
IL-2004-000721,IL,2004-01-02,00:50,ILLINOIS STATE POLICE 17,,,17,Illinois State Police,M,1979.0,25.0,African American,Black,"License Plate/Registration,NA",Registration/plates,FALSE,,,FALSE,Citation,,,Chev 2000,,ILLINOIS STATE POLICE 17
IL-2004-000722,IL,2004-01-02,00:55,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,M,1978.0,26.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Written Warning,,,Chev 1993,,ILLINOIS STATE POLICE 18
IL-2004-000723,IL,2004-01-02,00:57,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,F,1986.0,18.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Strn 1993,,ILLINOIS STATE POLICE 10
IL-2004-000724,IL,2004-01-02,00:58,ILLINOIS STATE POLICE 09,,,09,Illinois State Police,F,1974.0,30.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Plym 1996,,ILLINOIS STATE POLICE 09
IL-2004-000725,IL,2004-01-02,01:00,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,M,1984.0,20.0,African American,Black,"Equipment,NA",Equipment,FALSE,,,FALSE,Written Warning,,,Cadi 1997,,ILLINOIS STATE POLICE 10
IL-2004-000726,IL,2004-01-02,01:10,ILLINOIS STATE POLICE 21,,,21,Illinois State Police,F,1976.0,28.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Jeep 1996,,ILLINOIS STATE POLICE 21
IL-2004-000727,IL,2004-01-02,01:10,ILLINOIS STATE POLICE 07,,,07,Illinois State Police,F,1965.0,39.0,Caucasian,White,"License Plate/Registration,NA",Registration/plates,FALSE,,,FALSE,Written Warning,,,Olds 1991,,ILLINOIS STATE POLICE 07
IL-2004-000728,IL,2004-01-02,01:13,ILLINOIS STATE POLICE 07,,,07,Illinois State Police,M,1981.0,23.0,Caucasian,White,"Moving Violation,Lane Violation",Safe movement,FALSE,,,FALSE,Written Warning,,,Buic 1995,,ILLINOIS STATE POLICE 07
IL-2004-000729,IL,2004-01-02,01:17,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,M,1939.0,65.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Gmc 2000,,ILLINOIS STATE POLICE 10
IL-2004-000730,IL,2004-01-02,01:20,ILLINOIS STATE POLICE 02,,,02,Illinois State Police,M,1980.0,24.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Hond 2000,,ILLINOIS STATE POLICE 02
IL-2004-000731,IL,2004-01-02,01:20,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1983.0,21.0,Hispanic,Hispanic,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Kia 2001,,ILLINOIS STATE POLICE 15
IL-2004-000732,IL,2004-01-02,01:20,ILLINOIS STATE POLICE 05,,,05,Illinois State Police,F,1971.0,33.0,African American,Black,"Moving Violation,SeatBelt",Seat belt,FALSE,,,FALSE,Citation,,,Dodg 1994,,ILLINOIS STATE POLICE 05
IL-2004-000733,IL,2004-01-02,01:25,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,M,1971.0,33.0,Asian/Pacific Islander,Asian,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Chry 2004,,ILLINOIS STATE POLICE 10
IL-2004-000734,IL,2004-01-02,01:27,ILLINOIS STATE POLICE 21,,,21,Illinois State Police,F,1986.0,18.0,Hispanic,Hispanic,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Satr 1993,,ILLINOIS STATE POLICE 21
IL-2004-000735,IL,2004-01-02,01:32,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,F,1984.0,20.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Dodg 2003,,ILLINOIS STATE POLICE 10
IL-2004-000736,IL,2004-01-02,01:33,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,M,1980.0,24.0,Hispanic,Hispanic,"Moving Violation,Lane Violation",Safe movement,FALSE,,,FALSE,Written Warning,,,Pont 2004,,ILLINOIS STATE POLICE 10
IL-2004-000737,IL,2004-01-02,01:35,ILLINOIS STATE POLICE 02,,,02,Illinois State Police,M,1985.0,19.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Merc 1999,,ILLINOIS STATE POLICE 02
IL-2004-000738,IL,2004-01-02,01:35,ILLINOIS STATE POLICE 08,,,08,Illinois State Police,M,1948.0,56.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Written Warning,,,Ford 1999,,ILLINOIS STATE POLICE 08
IL-2004-000739,IL,2004-01-02,01:41,ILLINOIS STATE POLICE 06,,,06,Illinois State Police,M,1962.0,42.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Written Warning,,,Ford 1990,,ILLINOIS STATE POLICE 06
IL-2004-000740,IL,2004-01-02,01:47,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,M,1955.0,49.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Cadi 2003,,ILLINOIS STATE POLICE 10
IL-2004-000741,IL,2004-01-02,01:48,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,M,1950.0,54.0,African American,Black,"Equipment,NA",Equipment,FALSE,,,FALSE,Written Warning,,,Frtl 1991,,ILLINOIS STATE POLICE 10
IL-2004-000742,IL,2004-01-02,01:52,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,M,1966.0,38.0,Caucasian,White,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Citation,,,Harl 1978,,ILLINOIS STATE POLICE 16
IL-2004-000743,IL,2004-01-02,01:55,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,M,1981.0,23.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Buic 2000,,ILLINOIS STATE POLICE 10
IL-2004-000744,IL,2004-01-02,01:55,ILLINOIS STATE POLICE 03,Cook County,17031,03,Illinois State Police,M,1977.0,27.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Satr 1994,,ILLINOIS STATE POLICE 03
IL-2004-000745,IL,2004-01-02,01:55,ILLINOIS STATE POLICE 02,,,02,Illinois State Police,M,1958.0,46.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Pont 2000,,ILLINOIS STATE POLICE 02
IL-2004-000746,IL,2004-01-02,01:59,ILLINOIS STATE POLICE 08,,,08,Illinois State Police,M,1977.0,27.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Satu 1997,,ILLINOIS STATE POLICE 08
IL-2004-000747,IL,2004-01-02,02:05,ILLINOIS STATE POLICE 02,,,02,Illinois State Police,F,1980.0,24.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Toyt 1990,,ILLINOIS STATE POLICE 02
IL-2004-000748,IL,2004-01-02,02:05,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,F,1974.0,30.0,African American,Black,"License Plate/Registration,NA",Registration/plates,FALSE,,,FALSE,Written Warning,,,Jeep 1999,,ILLINOIS STATE POLICE 15
IL-2004-000749,IL,2004-01-02,02:09,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,M,1976.0,28.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Niss 2002,,ILLINOIS STATE POLICE 10
IL-2004-000750,IL,2004-01-02,02:10,ILLINOIS STATE POLICE 17,,,17,Illinois State Police,M,1954.0,50.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Dodg 2001,,ILLINOIS STATE POLICE 17
IL-2004-000751,IL,2004-01-02,02:12,ILLINOIS STATE POLICE 13,,,13,Illinois State Police,F,1982.0,22.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Kia 2000,,ILLINOIS STATE POLICE 13
IL-2004-000752,IL,2004-01-02,02:15,ILLINOIS STATE POLICE 02,,,02,Illinois State Police,F,1976.0,28.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Ford 2001,,ILLINOIS STATE POLICE 02
IL-2004-000753,IL,2004-01-02,02:15,ILLINOIS STATE POLICE 21,,,21,Illinois State Police,F,1984.0,20.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Dodg 2001,,ILLINOIS STATE POLICE 21
IL-2004-000754,IL,2004-01-02,02:15,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,M,1983.0,21.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Ford 1989,,ILLINOIS STATE POLICE 18
IL-2004-000755,IL,2004-01-02,02:15,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,M,1977.0,27.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Buic 1997,,ILLINOIS STATE POLICE 10
IL-2004-000756,IL,2004-01-02,02:20,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,M,1951.0,53.0,African American,Black,"Equipment,NA",Equipment,FALSE,,,FALSE,Citation,,,Kenw 2000,,ILLINOIS STATE POLICE 10
IL-2004-000757,IL,2004-01-02,02:30,ILLINOIS STATE POLICE 17,,,17,Illinois State Police,M,1986.0,18.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Pont 1998,,ILLINOIS STATE POLICE 17
IL-2004-000758,IL,2004-01-02,02:35,ILLINOIS STATE POLICE 08,,,08,Illinois State Police,M,1972.0,32.0,African American,Black,"Moving Violation,Lane Violation",Safe movement,FALSE,,,FALSE,Written Warning,,,Toyt 1993,,ILLINOIS STATE POLICE 08
IL-2004-000759,IL,2004-01-02,02:39,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,M,1970.0,34.0,African American,Black,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Citation,,,Ptrb 2001,,ILLINOIS STATE POLICE 10
IL-2004-000760,IL,2004-01-02,02:43,ILLINOIS STATE POLICE 08,,,08,Illinois State Police,M,1963.0,41.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Nisn 1998,,ILLINOIS STATE POLICE 08
IL-2004-000761,IL,2004-01-02,02:45,ILLINOIS STATE POLICE 21,,,21,Illinois State Police,M,1977.0,27.0,African American,Black,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Written Warning,,,Chev 1991,,ILLINOIS STATE POLICE 21
